content,likes,platform
designed palmer turner neogeorgian style macdonald house southeast asia s first fully airconditioned office building built 1949 hongkong shanghai bank site bomb attack indonesian terrorists 10 march 1965 konfrantasi designated national monument 2003,3,Instagram Posts
way home,36,Instagram Posts
thrills spills skills excitement 9th international lion dance competition 23 24 jan 2016 event details 23 24 january 2016 saturday sunday time 700pm 1030pm event venue hong lim park 10 ticketed,23,Instagram Posts
whenever thibk ig must place visit universal studio,4,Instagram Posts
zhen lu water dripping splashing sundaramtagore artstagesg beautiful fluid piece art steel mongolian artist zhen lu takes massive space looks different different angles look closer chinese characters engraved look great public square mall developers art stage 21 24 jan 1200 pm 600 pm marina bay marinabaysg,33,Instagram Posts
offerings good brothers seventh month,8,Instagram Posts
top view flats,12,Instagram Posts
late night cny goodies shopping mil never knew shops opened late guess rushing orders goodies handmade,47,Instagram Posts
lights camera action definitely gonna crowd favourite hit fri sat light dance go early spectacular show alchemy starlight alchemy date 21 aug 22 aug time 800 pm 930 pm 1100 pm venue art museum front lawn catch exhilarating journey reconciliation apollo world ethereal light nuri world eternal flame told three 25minute segments night starlight alchemy s spectacular showcase multidisciplinary flow arts combines variety aerial large custommade fire props well led technology performance props miss starlight alchemy's garden fire light night lights installation fri sat 21 22 28 29 aug 2015 brasbasahbugis 7pm 2am free admission festival venues bras basahbugis zone 1 national museum zone 2 armenian street including peranakan museum substation armenian church zone 3 house glamour cathay green opposite cathay zone 4 festival village management univeristy campus green zone 5 art museum queen street national design centre deck 120a prinsep street opposite lasalle college arts waterloo street school arts,30,Instagram Posts
ever want transported back classic chinese bar 1920s portal hidden away quiet corner dempsey beside min jiang jazzy old chinese sing along playing background familiar chinese decor designs right tableware nuerhong 3legged cup feel compelled call server definitely try double boiled soup comes cup nuerhong drink sorrows away baijiu menu provides plenty explanations reading pleasure cocktails pretty unique chinese alcohol infusions comes hefty price tag 26,8,Instagram Posts
thrills spills skills excitement 9th international lion dance competition 23 24 jan 2016 event details 23 24 january 2016 saturday sunday time 700pm 1030pm event venue hong lim park 10 ticketed,22,Instagram Posts
even gorgeous crescent moon yesterday annokis run played national museum kinda gorgeous shade gold huh sgnightfest ready fun watch run riot facade even know anime kid guaranteed projection anooki celebrate david passegand moetu batlle france date 21 aug 29 aug time 730 pm 1100 pm sun thu 730 pm 200 fri sat venue national museum façade watch world s smallest inuits anooki come alive run riot across façade national museum dance sing along irresistible tune soak contagious energy fri sat 21 22 28 29 aug 2015 brasbasahbugis 7pm 2am free admission festival venues bras basahbugis zone 1 national museum zone 2 armenian street including peranakan museum substation armenian church zone 3 house glamour cathay green opposite cathay zone 4 festival village management univeristy campus green zone 5 art museum queen street national design centre deck 120a prinsep street opposite lasalle college arts waterloo street school arts,18,Instagram Posts
fun today special tour meet find upcoming events activities various happenings around till end year thanks oh yea that's matches headgear haha ihc impressive worth visit later one rare selfies see crap trying one special headgear,17,Instagram Posts
marina bay sands engineering marvel one distinctive hotels world world s expensive stand alone integrated resort infinity pool longest elevated pool world height 191 meters world s biggest atrium casino laser spectra show biggest southeast asia must watch architecture list night sky outdoor,10,Instagram Posts
blue white,8,Instagram Posts
group pastry chef lawriance lee never fails amaze us otherworldly creations try frozen see,23,Instagram Posts
ah beng aquarium geylang,5,Instagram Posts
dragon puzzle blocks ura building there's one left tpy lor 6 dragon sits sandbox treasured icon old playgrounds national heritage board,4,Instagram Posts
teh tarik little india,14,Instagram Posts
school,71,Instagram Posts
h a p p y 54t h b i r t h d a y s i n g a p o r e another exciting year us sail everchanging tides together thank continuous support national day edgeprop want rediscover follow journey help beloved city island @gnatayyy @hypnomie @celk29 @edgepropsg @edgepropmelody @ovellechang,5,Instagram Posts
stamford house 1904 whiteaway laidlaw co department store anchor tenant tenants included thompson thomas co melbournebased provision grocers chain familiarly known australian stores messrs watts co bootmakers saddlers wellknown jewellers weil zerner,13,Instagram Posts
whoa sexy ladies sexy underwear back old days reliving haw par villa 15 16 22 23 march tourism50 reminisce enjoy engaging cultural performances storytelling skits puppet shows acrobatic displays guarantee fun entertainment young old alike,2,Instagram Posts
sky sand peace within breathing,50,Instagram Posts
distance sky cloud bridge ocean outdoor water,15,Instagram Posts
good reminders don t forget beautiful city,18,Instagram Posts
fullerton hotel ndp colours anderson bridge 55th ndp 2020 sky outdoor text that says ம the erton fullerton hotel,29,Instagram Posts
built 1990 new bridge replaced former sir arthur s bridge 1921 named sir arthur henderson young,13,Instagram Posts
place quiet respite go rest quiet time,27,Instagram Posts
kiu leong tong mutual help association 239241 cantonment road tanjong pagar outdoor,8,Instagram Posts
pretty maidens row esplanadesingapore era dance theatre tengkelek merah muara festival malay traditional contemporary dance music,32,Instagram Posts
fabby fabby party gorgeous people anita kapoor samuel clout fundamentally fabulous party thefabulousbakerboy,25,Instagram Posts
thaipusam family member helps kavadi carrying devotee massaging tired legs,26,Instagram Posts
also chinese devotees walk thaipusam route 2016 witness spectacle anywhere sri srinivasa perumal temple serangoon road sri thendayuthapani temple tank road lanes closed traffic occasion devotees walk 45 kilometres along relatives friends chant hymns prayers support encourage,27,Instagram Posts
sorry bad im still learning,109,Instagram Posts
series andrea tan spotted utterly art sgcontemporaryart suntecsingapore chinese bride juxtaposes chinese beauties cultural figures paper cut outs create paintings series reminiscent colours one thing affordable reasonable priceing galkeet series would pick contemporary art show fri 22 sun 24 jan 2016 suntec convention exhibition centre level 4 artist,34,Instagram Posts
beautiful buildings throughout 2 days stay amara hotel sight 18th floor room staying buildings look relaxing sight skyscraper tree sky outdoor,18,Instagram Posts
