response_to,user,timestamp,comment,likes,replies_attracted,channel
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,PingPongNoodles,2 years ago,Yes! We can get fined for jaywalking! My friend has gotten a ticket before for jaywalking across the City Hall traffic junction. :(,0,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,alethea,2 years ago,"I've lived in Singapore all my life, walk naked in my home all the time and never got into any trouble with the law. But if you have exhibitionist tendencies then you'll surely be arrested. :)",0,View 8 replies,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Iffah Faridah,5 months ago,"""it's very hard to smuggle the chewing gum into Singapore"" 

The 9296929682940068395869392020 number of people who smuggled gum into Singapore:",1,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Eugene Ser,1 year ago,I really appreciate that u love Singapore! :),0,View 8 replies,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Cheng Kai Fang,4 months ago (edited),Singaporean loves to say the chinese language 'chinese' instead of 'mandarin' for the language,0,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Phantom Hantu,2 years ago (edited),"Hahaha, I have never heard of the walk on grass law.Howevee, I encounter it  
when I’m in national service. The sergeants will demand the recruits to not cut across the grass while going to places around the army camp. The sergeants have establish that as a recruit, our rank position is worse than grass. Hence, we cannot walk on grass.",7,View reply from Georgia Caney,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,daphn3t,2 years ago,wow. Yr cover pic for this video is amazing. U r very beautiful without spec too.,1,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,anxietyrush,2 years ago,"Hi Georgia, what's the lipstick used in this video? It looks so pretty on you!!",2,View 9 replies,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Vincent,2 years ago,The public transport is not realiable and yes we are not in China haha!,7,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Hi Youtube,2 years ago,Thank you for mentioning about the LGBT. Thank you for your support!,2,View reply,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,theresa tan,2 years ago,SO THANKFUL FOR THIS VIDEO!! I love your content so much❤️ thanks for clearing up those misconceptions about Singapore =),2,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,afs200vr,2 years ago,I’m a singaporean studying in the UK and your videos makes me miss home so much😭😭,0,View 4 replies,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Sharizah Sharudin,2 years ago,Where did you get your earrings? 🤩,1,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,The OFFICE,2 years ago,hahaha there are always signs not to jaywalk but I do it all the time as well. Once or twice without realizing I jaywalk infront of patrol police car lolz.,4,View 2 replies,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,juju,2 years ago,"Thanks for clearing up these myths, keep sharing your awesome tips! Really helpful for our overseas clients that work at our cowork space a few months out of the year. Thanks for sharing, have the best day! If you're ever back in Singapore come and visit us at the popular chicken rice district: 16 Purvis Street 188595 PlusConcept | Space | SG | JPN",0,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,minarismile,2 years ago,"number 8 tho, kills me to hear ang mos asking this",1,View 6 replies,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Darni Isnin,2 years ago,#8 is totally one of my pet peeves as a Singaporean!! Whenever I go overseas and I tell them where I'm from they'll ask me the very same question!,0,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Siti Shariff,2 years ago,Thank you for setting the record straight that Singapore is not part of China! Thank you very much. 😉,7,View reply,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Kelvin Tan,2 years ago,I was fined 20 bucks for jaywalking 😅,13,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,lee charlette,2 years ago (edited),love ur channel ! but the reflection in your specs are distracting me hahaha!,0,View reply,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,acajudi100,6 months ago,"It’s illegal to IMPORT gum, so basically even possessing it is illegal coz’ you’ll need to smuggle it in.",0,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,janiceaml,2 years ago,"Thank you. 

Google:  Judi Grace Storycorps.",0,View 6 replies,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Tamie,2 years ago,"You can be fined for jaywalking if you're caught, up tp $50. firsthand experience lol",0,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,palmtreeswag,1 year ago,Oh my god I thought we can't eat chewing gum in singapore,0,View reply,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Juliette,2 years ago,I once got fined TWENTY DOLLARS for jaywalking about 10 years ago hahaha. Haven't been fined since but it's definitely not an elusive thing,1,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,GigiH,2 years ago,I NEED YOUR GLASSES,0,View reply from Georgia Caney,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Zeishurra Hallowell,2 years ago,"Hey Georgia! Love all your vlog! Just want to let you know that corporal punishment (i.e. caning) is not allowed in schools at all levels. A teacher can get into serious trouble if a student is physically assaulted by him/ her. Adult caning is used as a form of punishment in conjunction with a fine and/or jail time. Especially for drug offences, rape and/ or molestation.",1,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Mikahl Urima,2 years ago (edited),Sg'ean and I didn't even know about walking around naked in ur own house haha. Well as long as windows and doors closed haha,1,View 3 replies,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,N4M3LE55,2 years ago,Hahaha! Arrested for everything!,0,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Aizat J,2 years ago,"Some things to add on :)
● Actually, military didnt used caning unless you get into major trouble. In schools, rarely used due to parents(duh)
● Chewing gums are not that illegal. You can bring in like a box or 2, but not something in large quantities.",0,View 3 replies,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,James Lee,2 years ago,I was fined $20 for Jay walking,0,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,鹿鹿梦 x Somili,2 years ago,Hi there i am from Singapore!!,1,View reply,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Anthony 乘睦 Tan,2 years ago,I live in SG:),0,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,clement ho,2 years ago (edited),"Well. Jaywalking is defintely will got you a fine if you happens to have a plainclothe    officer nearby.
Naked in your own house is fine but you shall not be seen from the opposite block or anyone in public.",2,View reply,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,WuEh BoEh,2 years ago,lololol frsking jaywalk in front of the police AHHAHAH,0,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Alfy Ryan,2 years ago,"I think is a new law, do not use your phone while crossing the road. You will get fines if the police catch you on the spot.",18,View reply,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,liang ying shi,2 years ago,"Just to add, chewing gum was banned because vandals had been leaving the remains in the MRT doors....and causing disruptions",0,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Tamny,2 years ago,Looooool I knew the first thing would be chewing gum,0,View 2 replies,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,paganiniwannabe,2 years ago,nope its very ez to smuggle chewing gum. just hide it in ur bag and run past customs xd,0,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,hi,2 years ago,"Love all your vids, Georgia!!!! This one was super fun too. Just wanted to drop this comment (after watching the jade seah collab) that u can’t change ur channel name now that you’ve been featured as such on a true blue singaporean channel!!!!! ;) anyway I think thevintagevision is a really cool and unique name. I think u shd keep it ;) XOXOXO",3,View reply,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,polarsnake,2 years ago,I brought 20packs of gum from Philippines,0,,GC
MISCONCEPTIONS FOREIGNERS HAVE ABOUT SINGAPORE! 🇸🇬,Huijun,2 years ago,I have been fined $30 for jaywalking when there was an overhead bridge beside me. I was just lazy to climb it. My friends still laugh at me whenever I tell them this. I don't personally know of anyone else that got fined for jaywalking. So I guess it was just my luck that day.,0,CLAIM NOW!,GC
COME TO WORK WITH ME IN SINGAPORE!,palmtreeswag,3 years ago,"I've been meaning to vlog a 'come to work with me' style video for months now and I finally got around to doing it! Hope this gives you more of an insight into an expat's working life in Singapore. Being a Youtuber with a full time job can be really difficult, but I try to not let it stop me from uploading videos for you guys because I love it! Let me know if you enjoy this style of video and remember to Subscribe to see more! :)",66,View 5 replies,GC
COME TO WORK WITH ME IN SINGAPORE!,Kyra Tan,3 years ago,"Hi Georgia, just wanna say that it's very heartening to see caucasian expats wanting to assimilate with locals. Singaporeans aren't the friendliest bunch and can be a tad xenophobic but it's so nice to see people trying to understand the culture here. I work with expats and sometimes hear their frustrations at how their co-workers barely invite them into their lives but it definitely takes two hands to clap and great to see that your colleagues have been welcoming. I've watched your videos since you moved to Singapore and you've grown tremendously. However long you are still in Singapore, I just thought you should know from a Singaporean that you've been very kind to this sometimes-brutal country and I hope the people you've met have extended that hospitality to you. xx",171,,GC
COME TO WORK WITH ME IN SINGAPORE!,GigiH,3 years ago,"The bit you talked about at the end on overworking ; it's so true about Singaporean culture. We never really go home on time, ever, not even in schools. I'm only 15 in a local school in Singapore and regular school hours start at 700 and end at 2-3 but most of us have after school activities which end at 6+ 😵 3-4 times a week - and usually; we don't even leave at 630 we just stay on til' about 7 finishing up everything, and we're still expected to go home and study despite most of us staying in school almost 12 hours a day ; literally half the day.. lol",48,View 4 replies,GC
COME TO WORK WITH ME IN SINGAPORE!,chelsgomes,3 years ago,I love that you work with Singaporeans and you have such a positive and great attitude about your life in your adopted country. It's so so nice to see watch you grow as a person through your vlogs - from your first few days in Singapore to all you are experiencing now! So looking forward to watching more of your life experiences. :),67,,GC
COME TO WORK WITH ME IN SINGAPORE!,SQUAREUP,3 years ago,"It's really lovely to see you wanna immerse yourself in Singaporean culture. In contrast, I work with a lot of westerners and I am really one of the very few Singaporeans there and I know how some of them prefer to stick to what they know or are familiar with. There are also some like you who loves asking me questions about Singapore and our culture and I am more than happy to answer them as I am a native. I love your videos because you seem to very down to earth and humble! 😊 x",20,View 3 replies,GC
COME TO WORK WITH ME IN SINGAPORE!,datwjanandonly XD,2 years ago,"Nooooo pls get a bigger cage for,the hamsters! It’s not very healthy",24,,GC
COME TO WORK WITH ME IN SINGAPORE!,Elizabeth,1 month ago,"Georgia: I need to get an HIV test for some reason idk why
Me: to make SURE you don’t have...HIV",1,View reply,GC
COME TO WORK WITH ME IN SINGAPORE!,Chanel #4,3 years ago,Gudetama ezlink card? So cute!! 😆,34,,GC
COME TO WORK WITH ME IN SINGAPORE!,Amy Smart,2 years ago,That hamsters cage is incredibly small and inappropriate for him he can barely walk and has no where to sleep privately,30,View reply from Georgia Caney,GC
COME TO WORK WITH ME IN SINGAPORE!,thedailyrin,3 years ago,"Please film more of these, I love these style of videos! ❤",40,,GC
COME TO WORK WITH ME IN SINGAPORE!,Vanessa,3 years ago,I feel you there. Having a full time job and doing Youtube is tough. But I love Youtube!,9,View reply from Georgia Caney,GC
COME TO WORK WITH ME IN SINGAPORE!,Ashley,3 years ago,I loved this so much. I love daily vlogs! I get the full Singaporean experience .... The handsmaid tale is soooo good. Im on episode 6! Its a must watch.,3,,GC
COME TO WORK WITH ME IN SINGAPORE!,Marc A,3 years ago,"I really enjoyed this video! I just wanted to say that I'm so glad to have seen you grow as a person and assimilate into the culture here, from the time you first came till now. I did live in the UK for awhile and I remember watching your videos whenever I felt home sick. It helped so much but yet I found it so amusing at times because we were living in each others' countries!! Britain has settled in a very special place in my heart, and I hope Singapore will for you too! :-)",13,View reply from Georgia Caney,GC
COME TO WORK WITH ME IN SINGAPORE!,Alicia Sim,1 year ago,"Don’t worry about it Georgia, just vlog when you can. We’d rather some some of you rather than none of you. The job seems great and thanks for the insight into your work world.",0,,GC
